city,timestamp,temperature_2m,apparent_temperature,precipitation,wind_gusts_10m,pm2_5,us_aqi,european_aqi
Bengaluru,2026-02-26T02:00,20.7,21.3,0.0,17.3,32.6,115,73
Bengaluru,2026-02-26T03:00,20.0,20.9,0.0,15.1,32.7,114,73
Bengaluru,2026-02-26T04:00,19.5,21.1,0.0,14.0,33.5,114,73
Bengaluru,2026-02-26T05:00,21.0,22.7,0.0,12.2,33.3,112,72
Bengaluru,2026-02-26T06:00,21.2,22.9,0.0,11.5,36.4,112,72
Bengaluru,2026-02-26T07:00,21.5,23.1,0.0,10.8,44.2,111,72
Bengaluru,2026-02-26T08:00,23.6,25.3,0.0,10.4,41.6,111,72
Bengaluru,2026-02-26T09:00,26.0,26.5,0.0,14.8,39.5,110,72
Bengaluru,2026-02-26T10:00,27.2,27.5,0.1,18.0,39.2,110,72
Bengaluru,2026-02-26T11:00,28.1,29.2,0.0,23.8,38.2,111,72
Bengaluru,2026-02-26T12:00,29.9,30.5,0.0,27.0,37.8,111,72
Bengaluru,2026-02-26T13:00,30.2,29.7,0.0,31.3,35.4,111,72
Bengaluru,2026-02-26T14:00,30.2,29.1,0.0,33.8,36.2,111,72
Bengaluru,2026-02-26T15:00,29.4,27.7,0.0,33.8,36.4,112,72
Bengaluru,2026-02-26T16:00,29.3,27.9,0.0,32.8,35.6,115,72
Bengaluru,2026-02-26T17:00,30.2,28.9,0.0,26.6,47.3,134,72
Bengaluru,2026-02-26T18:00,29.5,28.3,0.0,20.5,59.0,146,73
Bengaluru,2026-02-26T19:00,28.1,27.0,0.0,12.6,68.5,145,73
Bengaluru,2026-02-26T20:00,26.9,25.8,0.0,18.0,64.0,129,74
Bengaluru,2026-02-26T21:00,26.4,25.9,0.0,16.2,57.5,117,74
Bengaluru,2026-02-26T22:00,25.5,24.3,0.0,17.3,48.5,117,74
Bengaluru,2026-02-26T23:00,23.9,22.6,0.0,30.6,38.4,117,74
Bengaluru,2026-02-27T00:00,22.8,22.0,0.0,32.4,31.4,116,74
Bengaluru,2026-02-27T01:00,22.4,22.0,0.0,27.4,28.9,116,73
Bengaluru,2026-02-27T02:00,22.1,21.7,0.0,20.9,28.1,115,73
Bengaluru,2026-02-27T03:00,21.6,21.2,0.0,20.5,28.0,115,73
Bengaluru,2026-02-27T04:00,21.2,21.2,0.0,17.6,29.0,114,73
Bengaluru,2026-02-27T05:00,21.6,22.4,0.0,13.3,33.3,114,73
Bengaluru,2026-02-27T06:00,21.2,22.0,0.0,12.6,37.5,114,73
Bengaluru,2026-02-27T07:00,21.9,22.8,0.0,14.4,46.2,114,73
Bengaluru,2026-02-27T08:00,23.5,24.4,0.0,16.9,37.5,114,73
Bengaluru,2026-02-27T09:00,25.8,26.2,0.0,20.9,38.0,113,73
Bengaluru,2026-02-27T10:00,27.5,28.4,0.0,22.3,35.7,113,73
Bengaluru,2026-02-27T11:00,27.7,29.9,0.0,22.0,35.7,113,73
Bengaluru,2026-02-27T12:00,29.1,30.8,0.0,20.9,35.5,113,72
Bengaluru,2026-02-27T13:00,30.2,31.8,0.0,22.0,35.5,112,72
Bengaluru,2026-02-27T14:00,31.0,31.9,0.0,22.3,36.4,112,72
Bengaluru,2026-02-27T15:00,31.0,30.3,0.0,21.2,35.6,112,72
Bengaluru,2026-02-27T16:00,31.0,30.2,0.0,17.3,34.2,115,72
Bengaluru,2026-02-27T17:00,30.1,29.4,0.0,14.0,41.4,132,72
Bengaluru,2026-02-27T18:00,29.4,28.2,0.0,16.9,52.4,143,72
Bengaluru,2026-02-27T19:00,28.9,27.7,0.0,22.0,68.9,139,72
Bengaluru,2026-02-27T20:00,28.6,27.8,0.0,17.3,71.7,120,72
Bengaluru,2026-02-27T21:00,27.4,26.3,0.0,12.6,54.8,112,72
Bengaluru,2026-02-27T22:00,26.0,24.9,0.0,18.4,43.5,112,72
Bengaluru,2026-02-27T23:00,23.6,22.1,0.0,24.5,35.4,111,72
Bengaluru,2026-02-28T00:00,22.2,21.5,0.0,31.3,32.1,111,72
Bengaluru,2026-02-28T01:00,21.4,21.0,0.0,27.0,31.5,111,72
Bengaluru,2026-02-28T02:00,20.6,20.6,0.0,23.4,31.8,111,72
Bengaluru,2026-02-28T03:00,20.4,20.5,0.0,22.0,32.2,111,72
Bengaluru,2026-02-28T04:00,20.1,20.1,0.0,21.6,33.1,112,72
Bengaluru,2026-02-28T05:00,20.5,21.2,0.0,19.1,41.6,112,72
Bengaluru,2026-02-28T06:00,20.5,21.3,0.0,15.5,43.7,113,73
Bengaluru,2026-02-28T07:00,21.5,22.0,0.0,15.8,47.7,114,73
Bengaluru,2026-02-28T08:00,24.0,24.0,0.0,23.8,39.3,114,73
Bengaluru,2026-02-28T09:00,26.0,25.5,0.0,29.9,36.4,114,73
Bengaluru,2026-02-28T10:00,28.0,28.7,0.0,29.9,35.0,114,73
Bengaluru,2026-02-28T11:00,28.4,29.2,0.0,25.9,34.9,114,73
Bengaluru,2026-02-28T12:00,30.0,31.3,0.0,26.6,34.7,114,73
Bengaluru,2026-02-28T13:00,30.8,31.7,0.0,29.2,34.8,114,73
Bengaluru,2026-02-28T14:00,30.8,30.3,0.0,30.6,34.7,114,73
