time,temperature_2m,apparent_temperature,precipitation,wind_gusts_10m
2025-07-04T22:00,26.1,29.7,0.9,40.7
2025-07-04T23:00,26.4,29.3,0.2,42.5
2025-07-05T00:00,26.1,29.3,1.2,43.9
2025-07-05T01:00,26.5,30.1,0.6,43.9
2025-07-05T02:00,25.8,28.8,2.0,45.0
2025-07-05T03:00,25.9,29.3,0.4,43.6
2025-07-05T04:00,26.1,29.5,0.7,42.8
2025-07-05T05:00,26.0,29.4,0.6,41.0
2025-07-05T06:00,25.8,28.7,4.5,45.4
2025-07-05T07:00,26.8,29.7,0.3,47.9
2025-07-05T08:00,27.1,30.5,0.6,47.5
2025-07-05T09:00,27.2,31.4,0.9,41.8
2025-07-05T10:00,27.5,31.5,0.4,37.8
2025-07-05T11:00,27.5,31.1,1.8,46.4
2025-07-05T12:00,27.5,30.6,7.1,52.2
2025-07-05T13:00,26.9,29.9,3.0,56.2
2025-07-05T14:00,27.1,30.9,1.8,49.7
2025-07-05T15:00,27.5,30.7,4.6,57.2
2025-07-05T16:00,27.0,30.3,1.3,55.1
2025-07-05T17:00,26.1,29.1,0.6,42.8
2025-07-05T18:00,27.0,29.9,0.7,44.6
2025-07-05T19:00,26.4,29.6,0.5,43.9
2025-07-05T20:00,26.9,29.4,0.2,45.4
2025-07-05T21:00,26.9,29.7,0.4,45.7
2025-07-05T22:00,26.0,29.3,1.5,42.8
2025-07-05T23:00,26.0,28.6,2.2,43.6
2025-07-06T00:00,26.2,29.9,3.5,43.9
2025-07-06T01:00,26.2,29.6,1.2,40.0
2025-07-06T02:00,26.4,30.3,0.4,40.7
2025-07-06T03:00,26.0,29.4,1.0,38.9
2025-07-06T04:00,26.4,29.6,0.5,41.8
2025-07-06T05:00,26.1,29.5,0.0,41.4
2025-07-06T06:00,25.7,28.4,1.3,44.6
2025-07-06T07:00,26.5,28.5,0.9,51.5
2025-07-06T08:00,26.6,30.2,4.0,54.4
2025-07-06T09:00,27.0,29.8,1.9,46.1
2025-07-06T10:00,26.2,28.6,0.7,51.8
2025-07-06T11:00,27.0,30.9,0.6,50.4
2025-07-06T12:00,27.5,31.0,1.2,48.6
2025-07-06T13:00,27.5,31.6,1.2,49.3
2025-07-06T14:00,27.3,30.6,1.1,52.2
2025-07-06T15:00,26.2,29.1,3.2,52.6
2025-07-06T16:00,26.5,29.9,1.2,49.7
2025-07-06T17:00,26.4,28.8,1.2,51.8
2025-07-06T18:00,26.1,30.0,3.2,54.0
2025-07-06T19:00,26.0,30.0,0.9,36.7
2025-07-06T20:00,26.0,29.2,0.2,40.3
2025-07-06T21:00,26.1,30.5,0.2,40.0
2025-07-06T22:00,26.0,29.8,0.5,29.9
2025-07-06T23:00,25.5,29.1,1.2,35.6
2025-07-07T00:00,25.5,30.1,0.4,34.6
2025-07-07T01:00,26.2,30.6,0.2,30.2
2025-07-07T02:00,26.3,30.1,0.9,36.7
2025-07-07T03:00,26.3,29.7,1.4,39.6
2025-07-07T04:00,26.2,30.1,0.2,38.9
2025-07-07T05:00,26.9,30.6,0.0,37.8
2025-07-07T06:00,26.9,30.3,0.2,38.5
2025-07-07T07:00,26.5,29.8,0.0,37.8
2025-07-07T08:00,26.2,30.1,0.7,38.2
2025-07-07T09:00,26.7,31.2,0.4,34.9
2025-07-07T10:00,27.5,31.3,0.1,43.2
2025-07-07T11:00,28.0,31.7,0.4,46.1
2025-07-07T12:00,28.4,31.3,0.0,59.0
2025-07-07T13:00,27.8,31.0,0.1,56.2
2025-07-07T14:00,28.5,31.8,0.0,52.2
2025-07-07T15:00,28.4,31.3,0.1,52.9
2025-07-07T16:00,27.6,30.8,0.7,44.3
2025-07-07T17:00,27.6,31.0,0.5,40.0
2025-07-07T18:00,27.5,30.9,0.7,42.8
2025-07-07T19:00,27.4,30.6,0.0,42.5
2025-07-07T20:00,27.2,30.9,0.0,42.8
2025-07-07T21:00,26.5,30.3,0.2,38.9
2025-07-07T22:00,25.8,29.8,0.3,35.6
2025-07-07T23:00,27.3,31.2,0.1,35.3
2025-07-08T00:00,27.4,31.1,0.1,39.6
2025-07-08T01:00,27.2,30.8,0.0,40.7
2025-07-08T02:00,27.2,31.0,0.0,40.0
2025-07-08T03:00,27.2,31.3,0.0,38.9
2025-07-08T04:00,27.1,30.4,0.0,35.3
2025-07-08T05:00,26.9,30.5,0.0,37.1
2025-07-08T06:00,26.9,30.6,0.4,36.4
2025-07-08T07:00,27.7,31.4,0.0,35.3
2025-07-08T08:00,27.9,30.4,0.3,45.4
2025-07-08T09:00,27.5,31.3,0.0,46.1
2025-07-08T10:00,28.1,31.7,0.0,49.0
2025-07-08T11:00,27.6,30.8,0.1,52.9
2025-07-08T12:00,28.6,32.5,0.0,50.4
2025-07-08T13:00,27.9,31.9,0.4,49.3
2025-07-08T14:00,27.8,31.2,0.1,49.0
2025-07-08T15:00,28.1,31.1,0.3,50.4
2025-07-08T16:00,28.5,31.2,1.2,52.9
2025-07-08T17:00,28.0,31.3,0.6,52.9
2025-07-08T18:00,27.6,31.5,0.1,38.5
2025-07-08T19:00,27.7,31.5,0.0,38.9
2025-07-08T20:00,27.3,31.3,0.0,36.7
2025-07-08T21:00,27.2,31.1,0.0,36.7
2025-07-08T22:00,27.2,31.0,0.0,36.0
2025-07-08T23:00,26.4,30.0,0.1,36.4
2025-07-09T00:00,26.8,30.6,0.4,36.7
2025-07-09T01:00,26.7,30.2,0.2,37.1
2025-07-09T02:00,26.7,30.0,0.0,38.9
2025-07-09T03:00,26.7,30.0,0.0,38.9
2025-07-09T04:00,26.4,29.8,0.4,37.1
2025-07-09T05:00,26.1,30.2,0.0,36.0
2025-07-09T06:00,26.6,31.3,0.1,31.3
2025-07-09T07:00,27.1,31.1,0.4,31.7
2025-07-09T08:00,25.6,30.4,2.1,29.9
2025-07-09T09:00,25.8,30.8,2.2,20.5
2025-07-09T10:00,26.0,31.5,0.8,18.7
2025-07-09T11:00,27.1,32.7,0.3,19.1
2025-07-09T12:00,27.5,31.9,0.1,33.1
2025-07-09T13:00,26.8,30.1,1.2,44.3
2025-07-09T14:00,26.0,30.5,0.7,46.1
2025-07-09T15:00,27.3,31.9,0.1,29.2
2025-07-09T16:00,26.4,30.1,3.9,32.4
2025-07-09T17:00,25.8,30.0,1.3,31.3
2025-07-09T18:00,27.4,33.2,0.0,20.5
2025-07-09T19:00,27.2,32.3,0.1,28.4
2025-07-09T20:00,27.3,32.4,0.0,29.2
2025-07-09T21:00,27.1,31.9,0.2,27.7
2025-07-09T22:00,26.9,31.4,0.2,31.3
2025-07-09T23:00,26.5,30.6,0.7,31.7
2025-07-10T00:00,26.8,31.8,0.1,27.7
2025-07-10T01:00,26.3,31.0,0.3,22.3
2025-07-10T02:00,25.7,30.4,0.3,21.2
2025-07-10T03:00,25.1,30.0,0.2,18.7
2025-07-10T04:00,25.0,30.4,0.3,15.8
2025-07-10T05:00,24.8,29.8,0.9,11.5
2025-07-10T06:00,26.0,30.8,0.2,19.4
2025-07-10T07:00,27.0,31.7,0.4,18.0
2025-07-10T08:00,27.8,32.8,0.3,16.6
2025-07-10T09:00,28.1,32.7,0.6,20.9
2025-07-10T10:00,28.0,32.5,0.6,29.2
2025-07-10T11:00,28.6,33.1,0.0,34.2
2025-07-10T12:00,27.5,31.7,0.9,33.8
2025-07-10T13:00,28.1,33.5,0.1,34.2
2025-07-10T14:00,29.0,35.5,0.0,32.4
2025-07-10T15:00,28.5,34.2,0.0,33.1
2025-07-10T16:00,27.0,31.5,0.0,37.1
2025-07-10T17:00,27.0,31.5,0.2,34.9
2025-07-10T18:00,27.9,32.3,0.0,35.3
2025-07-10T19:00,27.3,31.6,0.5,31.0
2025-07-10T20:00,26.8,31.6,0.2,28.4
2025-07-10T21:00,26.6,31.2,0.1,23.8
2025-07-10T22:00,26.3,31.1,0.1,22.3
2025-07-10T23:00,26.0,30.9,0.2,19.8
2025-07-11T00:00,26.0,30.9,0.1,20.9
2025-07-11T01:00,25.7,30.2,0.3,23.8
2025-07-11T02:00,25.4,30.0,0.4,20.2
2025-07-11T03:00,25.0,29.5,0.5,22.3
2025-07-11T04:00,25.1,29.2,0.4,26.3
2025-07-11T05:00,25.4,29.9,0.2,25.9
2025-07-11T06:00,26.2,31.3,0.5,16.2
2025-07-11T07:00,27.0,32.2,0.0,15.5
2025-07-11T08:00,28.0,32.9,0.1,24.1
2025-07-11T09:00,27.7,31.8,0.2,29.2
2025-07-11T10:00,27.3,32.3,0.0,29.2
2025-07-11T11:00,28.0,33.5,0.6,25.9
2025-07-11T12:00,27.9,33.1,0.2,29.2
2025-07-11T13:00,27.0,32.3,0.5,33.1
2025-07-11T14:00,27.8,33.0,0.2,30.2
2025-07-11T15:00,27.6,32.6,0.1,29.9
2025-07-11T16:00,27.2,32.2,0.0,29.9
2025-07-11T17:00,27.2,32.3,0.2,29.9
2025-07-11T18:00,27.5,32.8,0.0,25.6
2025-07-11T19:00,27.0,31.5,0.5,27.0
2025-07-11T20:00,26.4,30.7,0.2,27.7
2025-07-11T21:00,26.3,31.0,0.1,25.9
2025-07-11T22:00,26.4,31.0,0.7,23.0
2025-07-11T23:00,26.4,31.5,0.1,23.4
2025-07-12T00:00,26.0,31.0,0.2,22.7
2025-07-12T01:00,25.7,30.9,0.2,19.1
2025-07-12T02:00,25.2,30.2,0.4,14.4
2025-07-12T03:00,25.4,30.4,0.2,10.8
2025-07-12T04:00,25.1,30.2,0.3,13.7
2025-07-12T05:00,25.3,30.6,0.3,17.3
2025-07-12T06:00,26.6,31.6,0.0,22.0
2025-07-12T07:00,27.0,31.7,0.1,23.4
2025-07-12T08:00,26.2,31.0,0.4,26.6
2025-07-12T09:00,27.4,32.6,0.3,22.7
2025-07-12T10:00,28.3,33.5,0.1,28.4
2025-07-12T11:00,29.2,35.5,0.0,32.0
2025-07-12T12:00,29.3,35.1,0.0,36.7
2025-07-12T13:00,29.2,35.0,0.1,38.5
2025-07-12T14:00,29.0,34.5,0.0,38.9
2025-07-12T15:00,29.0,33.8,0.2,40.0
2025-07-12T16:00,28.4,32.1,0.4,41.0
2025-07-12T17:00,27.9,31.9,0.2,41.4
2025-07-12T18:00,27.4,31.8,0.1,38.5
2025-07-12T19:00,27.0,31.3,0.3,30.6
2025-07-12T20:00,26.8,31.2,0.1,29.5
2025-07-12T21:00,26.9,31.3,0.4,25.6
2025-07-12T22:00,26.5,31.2,0.5,24.8
2025-07-12T23:00,26.1,31.1,0.1,22.3
2025-07-13T00:00,26.0,31.2,0.1,20.2
2025-07-13T01:00,26.0,30.9,0.1,20.5
2025-07-13T02:00,25.6,30.3,0.4,19.1
2025-07-13T03:00,25.5,30.2,0.2,19.4
2025-07-13T04:00,25.4,30.0,0.4,20.9
2025-07-13T05:00,25.5,29.9,0.6,23.8
2025-07-13T06:00,26.2,31.4,0.2,22.0
2025-07-13T07:00,26.6,31.3,0.2,23.8
2025-07-13T08:00,27.1,31.5,1.0,28.8
2025-07-13T09:00,26.7,31.2,1.0,30.2
2025-07-13T10:00,26.5,31.1,1.4,32.0
2025-07-13T11:00,28.0,32.6,0.7,30.6
2025-07-13T12:00,26.7,31.1,2.5,39.6
2025-07-13T13:00,27.8,33.0,0.6,34.9
2025-07-13T14:00,28.5,33.4,0.1,39.6
2025-07-13T15:00,27.5,31.4,0.1,39.6
2025-07-13T16:00,27.5,31.1,0.5,38.2
2025-07-13T17:00,27.5,32.0,0.2,36.7
2025-07-13T18:00,27.8,31.8,0.1,33.8
2025-07-13T19:00,27.5,31.3,0.2,30.6
2025-07-13T20:00,26.6,30.6,0.5,27.4
2025-07-13T21:00,26.0,30.3,1.8,27.0
2025-07-13T22:00,26.0,30.4,1.2,23.8
2025-07-13T23:00,25.7,30.2,0.6,25.6
